voltage,current,power_consumption,flag
213.99217587796429,9.342754565246729,1006.5770723344903,0.0
223.7928445798524,7.766789374916703,981.3131679042294,0.0
227.08844570145396,7.670417216935346,989.9666713610558,0.0
225.1419062462056,7.132320785562621,984.5094403453,0.0
214.746496358952,7.657836098618175,993.0307058558587,0.0
213.9164851533593,9.267021109558035,1013.8936592700747,0.0
222.56082483605218,9.199929762222247,990.031231357256,0.0
224.90646602104107,9.156890054683167,981.1994117208841,0.0
224.1964764257456,12.215747528567093,1003.3359632536504,0.0
224.53869865464614,13.514196859572303,1003.8014825693558,0.0
215.88835129177485,9.366934960370921,1005.8491866230426,0.0
224.51418320028668,10.986115730068832,1004.4977703849252,0.0
220.29013938551512,14.186436380149505,1001.7565636217143,0.0
220.52119717690493,11.942008071771836,1004.1237064611964,0.0
223.10335594558606,9.705732616948666,1009.2710211231996,0.0
218.73906979687015,14.318897340579532,992.9709447170741,0.0
223.86981567041653,6.8592425051709185,1003.6044333176142,0.0
206.6007632596564,12.627794731229834,998.1367104425839,0.0
216.90037337147402,9.171434054442987,1006.7928708556685,0.0
223.2554614875756,10.699477619494974,1010.5126851538802,0.0
217.77109788055674,10.868818693189635,1016.4311253367846,0.0
214.06285110860833,10.706501421823418,1001.3652708560152,0.0
218.1909403689754,11.746590445789145,1001.4925193231319,0.0
222.00541544593617,11.729989257433067,1007.5504324138774,0.0
223.70190011403406,7.139755149107986,1009.1270481935195,0.0
223.78095889311948,8.905267798715247,1006.033562533348,0.0
219.32283365387627,10.618250504891,1009.185478510156,0.0
223.53588839856593,8.309540464659582,991.885090065617,0.0
226.59192058618635,9.288475585123164,981.4585650247087,0.0
228.1216580699188,10.462270086451976,1013.449867371199,0.0
211.38437745771253,9.378803272987234,994.0591383508795,0.0
214.7436332565411,9.96394814212636,1001.1983449216559,0.0
226.70009878970586,12.4834353333724,991.5778342662841,0.0
224.46197476708568,9.937676941635088,1006.4125132472223,0.0
204.87623280968754,8.40175393685295,999.6006112920917,0.0
226.80354261050655,11.04737685325265,1011.315856011943,0.0
228.1333120612062,10.462955303930148,1007.2011572263227,0.0
211.7123406365444,9.237667455056084,1012.3989117969084,0.0
219.4798428434851,11.337823559989852,977.5652282950931,0.0
226.43137390013118,10.399156429484396,1013.2523226776005,0.0
218.1750854699604,9.397386312370454,1005.0952162407173,0.0
211.75787390005814,13.778072972682487,994.2764066662111,0.0
208.7813009929772,9.951309478239455,1003.9671325956433,0.0
216.4240232928413,11.129840439151266,994.037602397151,0.0
221.15446212849798,10.286225885719325,1007.2781187575029,0.0
217.93755030540893,6.884016176695265,1002.1339783049865,0.0
227.00360537669937,7.61294383261983,995.6845937730644,0.0
220.0377061914732,9.3433754292043,1006.8817391954484,0.0
223.37959145265833,10.229367268803875,1005.7375106091312,0.0
228.88570055912118,11.76350525808645,1013.0355505359855,0.0
220.44619787029916,11.831071727241097,984.5362262531313,0.0
222.39692450351518,11.757482842339472,1006.9352504802831,0.0
223.41824454213906,9.079679472851293,989.5071858172508,0.0
212.9115195440392,10.252391337782086,1034.946505265741,0.0
216.74940366882328,8.540695398060132,1002.0009962965833,0.0
217.71656470005254,8.869838521003466,1000.1852758427773,0.0
221.83289326024092,8.553887592838059,1000.3974061574331,0.0
218.94737391457795,13.13110852191858,1005.981360431968,0.0
217.0544803198092,8.691457868780374,989.4304692961032,0.0
225.11819314799874,7.888132691784196,996.8434363008936,0.0
224.33119500998302,9.947220562454559,1013.0868577342425,0.0
219.51760341067984,10.7150967846242,991.2452071439017,0.0
223.56253572167657,8.780525318765278,997.377786956523,0.0
222.78614117319987,11.812296517772232,994.6897344452393,0.0
218.37651363826382,10.554225827777639,999.0651007493796,0.0
221.1119164297513,7.186211462839049,991.5040905651982,0.0
208.7475375680079,10.778316129899853,1011.593950200844,0.0
216.90968801062098,11.406995771226194,1002.0342976159432,0.0
211.8404338640993,9.40078177397198,999.1985049337017,0.0
224.79480085622146,12.193910182642206,1003.8599048446339,0.0
229.53591480044165,7.469954220981605,1005.8234474517385,0.0
220.1574505317789,9.213056418579445,995.6417091351914,0.0
218.4085343217785,7.943359329655555,999.4067844034656,0.0
209.65840429622432,8.377478435833794,997.666947388616,0.0
206.7420070237364,9.62814596709088,977.8414802422442,0.0
221.18067177373842,7.94563095004694,994.0517422972686,0.0
222.90911333459226,9.773464125920968,1009.8016050930042,0.0
223.79272318911364,6.5790116073892815,997.9678399991002,0.0
224.9947729151671,10.54268454301295,1009.1413821364703,0.0
220.9986617470974,9.764482637210874,1011.0783098485209,0.0
213.6935374288657,10.103225908563626,1003.2635704885439,0.0
226.1790370958249,8.802566873680437,1003.8419619039871,0.0
218.74806256570957,6.268163002324419,997.4141230868056,0.0
